search_city,search_cuisine,y_id,name,image_url,url,closed,review_count,rating,price,lat,long,add1,city,state,zip_code,country,disp_ph
"Denver, Colorado",American,k1mGLPBSaUhZKem1KrXLJQ,Stout Street Social,https://s3-media1.fl.yelpcdn.com/bphoto/GipaTd4ADS98v5K4rlg3JA/o.jpg,https://www.yelp.com/biz/stout-street-social-denver-2?adjust_creative=bTV8F_bnMWhjazagcRNv9w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTV8F_bnMWhjazagcRNv9w,False,1018,4.0,$$,39.7441431,-104.9947764,1400 Stout St,Denver,CO,80202,US,(720) 214-9100
"Denver, Colorado",American,dkDIqzZntlNEEj-MiB2qlw,Park & Co,https://s3-media2.fl.yelpcdn.com/bphoto/1mYElSaBPlJ9F4eHNithsw/o.jpg,https://www.yelp.com/biz/park-and-co-denver?adjust_creative=bTV8F_bnMWhjazagcRNv9w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTV8F_bnMWhjazagcRNv9w,False,574,4.0,$$,39.74338,-104.98131,439 E 17th Ave,Denver,CO,80203,US,(720) 328-6732
"Denver, Colorado",American,u0lEXYd_cdf2_Zg99rSM9w,Vine Street Pub & Brewery,https://s3-media1.fl.yelpcdn.com/bphoto/kRMvxwWCDewv0tat2syeug/o.jpg,https://www.yelp.com/biz/vine-street-pub-and-brewery-denver?adjust_creative=bTV8F_bnMWhjazagcRNv9w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTV8F_bnMWhjazagcRNv9w,False,921,4.0,$$,39.7434,-104.96201,1700 Vine St,Denver,CO,80206,US,(303) 388-2337
"Denver, Colorado",American,BezRDNwirCcYE-owNhoEtQ,Bird,https://s3-media3.fl.yelpcdn.com/bphoto/D4JbJ_HgaxNkOpyOxCyGww/o.jpg,https://www.yelp.com/biz/bird-denver?adjust_creative=bTV8F_bnMWhjazagcRNv9w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTV8F_bnMWhjazagcRNv9w,False,200,4.0,$$,39.6886956,-104.9806211,1529 S Pearl St,Denver,CO,80210,US,(303) 777-0500
"Denver, Colorado",American,LX8nS1dlW7MEZDDEmVcyGw,Root Down,https://s3-media3.fl.yelpcdn.com/bphoto/EtHR5JwQwZKs3b79GOOPuQ/o.jpg,https://www.yelp.com/biz/root-down-denver?adjust_creative=bTV8F_bnMWhjazagcRNv9w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTV8F_bnMWhjazagcRNv9w,False,3299,4.5,$$,39.76306,-105.0056,1600 W 33rd Ave,Denver,CO,80211,US,(303) 993-4200
"Denver, Colorado",American,_jUBigRXts5f3b7ayKLI6Q,The Post Brewing Co. Denver,https://s3-media4.fl.yelpcdn.com/bphoto/lFB8K8kGndYhUKWTr2leBA/o.jpg,https://www.yelp.com/biz/the-post-brewing-co-denver-denver?adjust_creative=bTV8F_bnMWhjazagcRNv9w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTV8F_bnMWhjazagcRNv9w,False,576,4.5,$$,39.67639,-104.98716,2200 South Broadway,Denver,CO,80210,US,(720) 466-5699
"Denver, Colorado",American,GrgRMYi25w6aIcUdLLY6qQ,12 at Madison,https://s3-media4.fl.yelpcdn.com/bphoto/ynDh95HRTt59IgAcubNRVw/o.jpg,https://www.yelp.com/biz/12-at-madison-denver?adjust_creative=bTV8F_bnMWhjazagcRNv9w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTV8F_bnMWhjazagcRNv9w,False,120,4.5,$$,39.734792,-104.945929,1160 Madison St,Denver,CO,80206,US,(720) 216-0190
"Denver, Colorado",American,OgVfMvYT-omfqwOwLP2V5w,D Bar Denver,https://s3-media3.fl.yelpcdn.com/bphoto/0dEBh_qXQMAnzzvVw_3HCA/o.jpg,https://www.yelp.com/biz/d-bar-denver-denver-3?adjust_creative=bTV8F_bnMWhjazagcRNv9w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTV8F_bnMWhjazagcRNv9w,False,843,4.0,$$,39.7461693,-104.9811474,494 E 19th Ave,Denver,CO,80203,US,(303) 861-4710
"Denver, Colorado",American,C1a6I6OF2SQ81RLSGMgcmA,The Arvada Tavern,https://s3-media2.fl.yelpcdn.com/bphoto/ahoT05IRemplm-MSWjMpLQ/o.jpg,https://www.yelp.com/biz/the-arvada-tavern-arvada?adjust_creative=bTV8F_bnMWhjazagcRNv9w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTV8F_bnMWhjazagcRNv9w,False,548,4.5,$$,39.8005027582,-105.08165875755,5707 Olde Wadsworth Blvd,Arvada,CO,80002,US,(303) 690-6269
"Denver, Colorado",American,IqC4v53GgZce6TbLqyFa7Q,Bull & Bush,https://s3-media3.fl.yelpcdn.com/bphoto/PuehlNL_wpHR3K3EOCu5gw/o.jpg,https://www.yelp.com/biz/bull-and-bush-denver-3?adjust_creative=bTV8F_bnMWhjazagcRNv9w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTV8F_bnMWhjazagcRNv9w,False,751,4.0,$$,39.7032508850098,-104.932525634766,4700 Cherry Creek Dr S,Denver,CO,80246,US,(303) 759-0333
"Denver, Colorado",American,Ip6MAcRC_HTPxhuKi2ZD2w,Euclid Hall Bar & Kitchen,https://s3-media2.fl.yelpcdn.com/bphoto/BnRrW4xW78jxLEYRF4_bXw/o.jpg,https://www.yelp.com/biz/euclid-hall-bar-and-kitchen-denver?adjust_creative=bTV8F_bnMWhjazagcRNv9w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTV8F_bnMWhjazagcRNv9w,False,2144,4.0,$$,39.74773,-105.00001,1317 14th St,Denver,CO,80202,US,(303) 595-4255
"Denver, Colorado",American,yXVJ_K6vdpM3PwfHfkyn5g,Mister Oso,https://s3-media2.fl.yelpcdn.com/bphoto/lOUWDRxq3KQH2ILeUBj57w/o.jpg,https://www.yelp.com/biz/mister-oso-denver?adjust_creative=bTV8F_bnMWhjazagcRNv9w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTV8F_bnMWhjazagcRNv9w,False,10,5.0,,39.76424,-104.97848,3163 Larimer St,Denver,CO,80205,US,(720) 677-6454
"Denver, Colorado",American,wmGPi9TKAkWbiWzIhE2U9g,Highland Tavern,https://s3-media4.fl.yelpcdn.com/bphoto/wUTo1kzYprBZekjQb3rDxQ/o.jpg,https://www.yelp.com/biz/highland-tavern-denver?adjust_creative=bTV8F_bnMWhjazagcRNv9w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTV8F_bnMWhjazagcRNv9w,False,532,4.0,$$,39.7645908878767,-105.00402038862,3400 Navajo St,Denver,CO,80211,US,(303) 433-1990
"Denver, Colorado",American,76FJJNF7TYnGXsNJA5GUrA,Next Door American Eatery - Stapleton,https://s3-media3.fl.yelpcdn.com/bphoto/7NtwhA6B9Mhna74ekl8mNg/o.jpg,https://www.yelp.com/biz/next-door-american-eatery-stapleton-denver?adjust_creative=bTV8F_bnMWhjazagcRNv9w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTV8F_bnMWhjazagcRNv9w,False,189,4.0,$$,39.75972,-104.86901,10155 E 29th Dr,Denver,CO,80238,US,(720) 930-4366
"Denver, Colorado",American,GXN1RB7MtPR4pnzxS6FJww,The Shanty Supper Club,https://s3-media1.fl.yelpcdn.com/bphoto/9ajSmKIR9i9ZE_kHSaWqew/o.jpg,https://www.yelp.com/biz/the-shanty-supper-club-denver?adjust_creative=bTV8F_bnMWhjazagcRNv9w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTV8F_bnMWhjazagcRNv9w,False,49,4.5,,39.74346,-104.9738,1033 E 17th Ave,Denver,CO,80218,US,(303) 830-6637
"Denver, Colorado",American,1tNEcOGFRsHsd0aILFXdOQ,There...,https://s3-media4.fl.yelpcdn.com/bphoto/4AZ4zsrzeBa4OwXw1r_gIg/o.jpg,https://www.yelp.com/biz/there-denver?adjust_creative=bTV8F_bnMWhjazagcRNv9w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTV8F_bnMWhjazagcRNv9w,False,290,4.0,$$,39.7631158790758,-105.003989227116,3254 Navajo St,Denver,CO,80211,US,(720) 500-3254
"Denver, Colorado",American,GA3bekbpHokT52Q5HJn8iA,American Elm,https://s3-media2.fl.yelpcdn.com/bphoto/_TqJCC-4yPv2naOwX01Big/o.jpg,https://www.yelp.com/biz/american-elm-denver-3?adjust_creative=bTV8F_bnMWhjazagcRNv9w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTV8F_bnMWhjazagcRNv9w,False,44,4.0,,39.769226,-105.041428,4132 W 38th Ave,Denver,CO,80212,US,(720) 749-3186
"Denver, Colorado",American,baSlr9-bGljePNHCrSzXBw,Jack's Uptown Grille,https://s3-media2.fl.yelpcdn.com/bphoto/DEU6M-O0N8bYYccUMSoU3w/o.jpg,https://www.yelp.com/biz/jacks-uptown-grille-denver-2?adjust_creative=bTV8F_bnMWhjazagcRNv9w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTV8F_bnMWhjazagcRNv9w,False,100,4.0,$$,39.743029,-104.968228,1600 East 17th Ave,Denver,CO,80218,US,(303) 399-0988
"Denver, Colorado",American,YtNxcIQBmOJoX3v4-XPwLw,My Brother's Bar,https://s3-media1.fl.yelpcdn.com/bphoto/EnlzkKeTJA4af8cWaDYO_w/o.jpg,https://www.yelp.com/biz/my-brothers-bar-denver?adjust_creative=bTV8F_bnMWhjazagcRNv9w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTV8F_bnMWhjazagcRNv9w,False,750,4.0,$,39.7562669895912,-105.009279227872,2376 15th St,Denver,CO,80202,US,(303) 455-9991
"Denver, Colorado",American,ywkNGHI1lmljyHqJna-S2w,Asbury Provisions,https://s3-media4.fl.yelpcdn.com/bphoto/biNraaFbASgp8RtMkZEKmg/o.jpg,https://www.yelp.com/biz/asbury-provisions-denver-2?adjust_creative=bTV8F_bnMWhjazagcRNv9w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTV8F_bnMWhjazagcRNv9w,False,149,4.0,$$,39.67938,-104.959788,2043 S University Blvd,Denver,CO,80210,US,(303) 282-5485
"Denver, Colorado",American,EOh9f0jI92sZZa76QLKb-g,Beckon,https://s3-media2.fl.yelpcdn.com/bphoto/a8wDD-C6Af7dgS7ViiuL_A/o.jpg,https://www.yelp.com/biz/beckon-denver?adjust_creative=bTV8F_bnMWhjazagcRNv9w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTV8F_bnMWhjazagcRNv9w,False,50,4.5,$$$$,39.7611507338559,-104.982338437767,2843 Larimer St,Denver,CO,80205,US,(303) 749-0020
"Denver, Colorado",American,s-2JD4wKN8jD4Hm2vvbvmg,River and Woods,https://s3-media2.fl.yelpcdn.com/bphoto/yHPZ4NFR_CvGuPjuVhTeYQ/o.jpg,https://www.yelp.com/biz/river-and-woods-boulder?adjust_creative=bTV8F_bnMWhjazagcRNv9w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTV8F_bnMWhjazagcRNv9w,False,274,4.0,$$,40.020694732666,-105.26488494873,2328 Pearl St,Boulder,CO,80302,US,(303) 993-6301
"Denver, Colorado",American,uAsOPByhA_JiDi1d8K7cjw,5280 Burger Bar - Denver,https://s3-media3.fl.yelpcdn.com/bphoto/31ImH5RyzEXUAI0BOLTxtA/o.jpg,https://www.yelp.com/biz/5280-burger-bar-denver-denver?adjust_creative=bTV8F_bnMWhjazagcRNv9w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTV8F_bnMWhjazagcRNv9w,False,1438,4.0,$$,39.74388,-104.99082,500 16th St,Denver,CO,80202,US,(303) 825-1020
"Denver, Colorado",American,JJiugrBcZrNpX0ueUBuvrg,Cherry Cricket,https://s3-media2.fl.yelpcdn.com/bphoto/UDGy1oPGDlbK3e7EX589xg/o.jpg,https://www.yelp.com/biz/cherry-cricket-denver-3?adjust_creative=bTV8F_bnMWhjazagcRNv9w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTV8F_bnMWhjazagcRNv9w,False,2435,4.0,$$,39.7196942925966,-104.956333474869,2641 E 2nd Ave,Denver,CO,80206,US,(303) 322-7666
"Denver, Colorado",American,jv3UThmfMVYwNcxoqjb8fg,Esters Neighborhood Pub,https://s3-media2.fl.yelpcdn.com/bphoto/aNtomB-mxbAJRuQRN2UUow/o.jpg,https://www.yelp.com/biz/esters-neighborhood-pub-denver?adjust_creative=bTV8F_bnMWhjazagcRNv9w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTV8F_bnMWhjazagcRNv9w,False,655,4.5,$$,39.6813687156506,-104.921157823147,1950 S Holly St,Denver,CO,80222,US,(303) 955-4904
"Denver, Colorado",American,Z8vO_mf1V09QDUPdyqJ6og,Linger,https://s3-media2.fl.yelpcdn.com/bphoto/pgC08Lk4Lyk-7Mn5SnwNlA/o.jpg,https://www.yelp.com/biz/linger-denver-2?adjust_creative=bTV8F_bnMWhjazagcRNv9w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTV8F_bnMWhjazagcRNv9w,False,3277,4.0,$$,39.75954,-105.01139,2030 W 30th Ave,Denver,CO,80211,US,(303) 993-3120
"Denver, Colorado",American,EXWfoklDL28i2hNqTgk5ew,Acres,https://s3-media2.fl.yelpcdn.com/bphoto/nX0eksAs7AivHWt0Go4s3A/o.jpg,https://www.yelp.com/biz/acres-englewood?adjust_creative=bTV8F_bnMWhjazagcRNv9w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTV8F_bnMWhjazagcRNv9w,False,276,4.5,$$,39.6441302,-104.9878849,3999 S Broadway,Englewood,CO,80113,US,(303) 593-1003
"Denver, Colorado",American,d1QB8rraQcNd3QykwaaWLg,Tupelo Honey,https://s3-media1.fl.yelpcdn.com/bphoto/YQSar4cy0koWdV0NEBmAeg/o.jpg,https://www.yelp.com/biz/tupelo-honey-denver-2?adjust_creative=bTV8F_bnMWhjazagcRNv9w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTV8F_bnMWhjazagcRNv9w,False,866,4.0,$$,39.7534732,-105.0020274,1650 Wewatta St,Denver,CO,80202,US,(720) 274-0650
"Denver, Colorado",American,KwmKhdWpcIzypdjAUNrc7w,Mercantile Dining & Provision,https://s3-media2.fl.yelpcdn.com/bphoto/tw-AMQyUVgi36gGj9qtuKw/o.jpg,https://www.yelp.com/biz/mercantile-dining-and-provision-denver?adjust_creative=bTV8F_bnMWhjazagcRNv9w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTV8F_bnMWhjazagcRNv9w,False,1111,4.5,$$,39.7536149959513,-104.999776429002,1701 Wynkoop St,Denver,CO,80202,US,(720) 460-3733
"Denver, Colorado",American,8RuI8IeP0Us18KfFtGsZNA,To The Wind Bistro,https://s3-media2.fl.yelpcdn.com/bphoto/xG_lP5WU8TpC2wB7XbM0nw/o.jpg,https://www.yelp.com/biz/to-the-wind-bistro-denver?adjust_creative=bTV8F_bnMWhjazagcRNv9w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTV8F_bnMWhjazagcRNv9w,False,225,4.5,$$,39.7402772099834,-104.948092927472,3333 E Colfax Ave,Denver,CO,80206,US,(303) 316-3333
"Denver, Colorado",American,fsP5zLIRLf0gcuZpI94eYw,Wynkoop Brewing,https://s3-media4.fl.yelpcdn.com/bphoto/STuIUTcrCcAaBw0cV5cbWg/o.jpg,https://www.yelp.com/biz/wynkoop-brewing-denver-2?adjust_creative=bTV8F_bnMWhjazagcRNv9w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTV8F_bnMWhjazagcRNv9w,False,1196,3.5,$$,39.75335,-104.99853,1634 18th St,Denver,CO,80202,US,(303) 297-2700
"Denver, Colorado",American,Gj3mHO0WtvuBgsoU1XUMWw,Murphy's Mountain Grill,https://s3-media1.fl.yelpcdn.com/bphoto/Eug4IdBrT4B1npdb2x21Qg/o.jpg,https://www.yelp.com/biz/murphys-mountain-grill-evergreen-5?adjust_creative=bTV8F_bnMWhjazagcRNv9w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTV8F_bnMWhjazagcRNv9w,False,231,4.5,$$,39.6339189033087,-105.316755402719,27906 Colorado 74,Evergreen,CO,80439,US,(720) 524-8621
"Denver, Colorado",Mexican,2-J4F7aKX5O1CzODEMPxAg,Las Margs,https://s3-media1.fl.yelpcdn.com/bphoto/bYyAlVYfWz7ZAcIigCYBGw/o.jpg,https://www.yelp.com/biz/las-margs-denver?adjust_creative=bTV8F_bnMWhjazagcRNv9w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTV8F_bnMWhjazagcRNv9w,False,515,4.5,$,39.74051,-104.97249,1521 Marion St,Denver,CO,80218,US,(720) 361-2137
"Denver, Colorado",Mexican,WTe8uL6vF1ZuKAeJIvxR8w,La Loma,https://s3-media2.fl.yelpcdn.com/bphoto/4yWYLQ8kPiL_TRVMzgbIqg/o.jpg,https://www.yelp.com/biz/la-loma-denver-2?adjust_creative=bTV8F_bnMWhjazagcRNv9w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bTV8F_bnMWhjazagcRNv9w,False,1236,4.0,$$,39.744716,-104.987832,1801 Broadway,Denver,CO,80202,US,(303) 433-8300
